省份,年份,新质生产力_组合得分,高质量发展_组合得分,产业高级化率（%）,城镇化率（%）,政府干预度（一般公共预算支出/GDP）,基础设施_公路里程（公里）,基础设施_铁路里程（公里）,每万人R&D人员（人年/万人）,人均R&D经费（万元/万人）,每万人专利授权数（件/万人）,人均电商销售额（亿元/万人）,人均软件产品收入（亿元/万人）,人均技术市场成交额（万元/万人）,人均电信业务总量（亿元/万人）,数字普惠金融总指数,人均地区生产总值（元）,居民人均可支配收入（元）,对外开放度（进出口/GDP）,环保重视度（污染治理投资/GDP）,单位GDP能耗（万吨标煤/亿元）
福建,2022,0.261955632329983,0.41366807142479806,46.98841458937034,70.11,0.1071592546775648,112878.371,4234.725,46.27077363896848,2026.2347182425976,33.7956064947469,2.0212955205348613,0.1436938156638013,619.6702483285578,0.12840559694364853,420.7524353823293,126829.0,43117.71924,0.3341241463455965,0.0002262050954718,0.3235758933836537
福建,2023,0.2766024771362018,0.4171574334183747,49.98794961282383,71.04,0.1077983482690677,115645.0,4572.9,50.66244322256753,2192.8998326559886,28.750657422902226,2.998150176906526,0.1870141047095386,786.5192445613196,0.12824049725077694,430.447449315595,129865.0,45426.0,0.3173483261000347,0.0002409926575427,0.3235758933836537
西藏,2011,0.009957097942123608,0.13449064651264583,53.24430945974943,22.81,1.251357641582622,63108.0,500.0,0.2466666666666666,16.862857142857145,0.459546925566343,0.1064838170347003,0.13444853363962928,1.2613180515759312,0.0772168284789644,16.22,20077.0,9740.43,0.033976515750254,0.0002687387550963,0.7467580324082836
西藏,2012,0.02621053071146224,0.1364522293616271,53.89213015134874,22.87,1.291440309259233,65198.0,500.0,0.2466666666666666,16.862857142857145,0.4222222222222222,0.1064838170347003,0.13444853363962928,1.2613180515759312,0.10478895238095237,68.53,22936.0,9740.43,0.033976515750254,0.0002531988645279,0.7467580324082836
西藏,2013,0.04008279497372233,0.16377259722803794,52.46361886547256,23.93,1.243533291649809,70591.0,500.0,0.2555205047318612,14.564984227129338,0.3817034700315457,0.1064838170347003,0.13444853363962928,1.2613180515759312,0.12507917981072555,115.1,26326.0,9740.43,0.033976515750254,0.0012123775546483,0.7467580324082836
西藏,2014,0.04918834508855019,0.16514201047315882,53.46806685273069,26.23,1.287436334611166,75470.0,786.345,0.4003076923076923,9.055692307692308,0.4492307692307692,0.1236635384615384,0.13444853363962928,1.2613180515759312,0.1397846153846154,143.91,29252.0,10730.2,0.033976515750254,0.0010859767818164,0.7467580324082836
西藏,2015,0.06218375869124246,0.15048373303333668,53.79665839473886,28.87,1.345939145050874,78348.0,786.345,0.1303030303030303,7.885151515151515,0.6,0.0951612121212121,0.13444853363962928,1.2613180515759312,0.163,186.38,31999.0,12254.3,0.033976515750254,0.0002922862359498,0.7467580324082836
西藏,2016,0.0596925350156665,0.15091927907537045,52.67107285849524,31.57,1.379161202351899,82096.0,786.3,0.611764705882353,11.774705882352942,0.7205882352941176,0.2150941176470588,0.13444853363962928,1.2613180515759312,0.09691176470588236,204.7331628271734,35184.0,13639.23854,0.033976515750254,8.685003604276496e-05,0.7467580324082836
西藏,2017,0.0742667808708913,0.15681345990832624,51.45622921307172,33.38,1.283025966496811,89343.288,785.085,0.5787965616045845,9.12893982808023,1.2034383954154728,0.2224335243553008,0.13444853363962928,1.2613180515759312,0.1295400859598854,245.5695553969275,39267.0,15457.29931,0.0316444939431849,5.2939920056143776e-05,0.7467580324082836
西藏,2018,0.10770931066733075,0.16386351026676846,48.65967799787497,33.8,1.333674059135237,97784.965,785.085,0.9209039548022598,24.36412429378531,2.132768361581921,0.3370689265536723,0.13444853363962928,1.1135593220338982,0.3177118644067797,274.3344030488766,43398.0,17286.0626,0.0283378112247314,7.197722003972919e-05,0.7467580324082836
